id,event_type,event_cause,start_datetime,corridor_name,zone_name,latitude,longitude,priority,requires_road_closure,severity_score,cate,causal_delta,corridor_closure_rate,hour,time_of_day_factor,norm_causal_delta,norm_severity,norm_closure_rate,evitas_score,evitas_band
FKID000774,unplanned,vehicle_breakdown,2024-03-11 02:26:23.75+00,Mysore Road,Unknown,12.9675116,77.5891914,High,False,1,0.41591633712465753,0.6946908785752104,0.11036339165545088,2,0.3,0.558476043268747,0.3333333332222222,0.9121037901645934,52.3,YELLOW
FKID006956,unplanned,vehicle_breakdown,2023-12-17 02:52:30.446+00,Airport New South Road,North Zone 1,13.0271111,77.633527,High,False,1,0.8665297443392344,0.7573623036308317,0.1044776119402985,2,0.3,0.5874648711535623,0.3333333332222222,0.8634604682646615,52.3,YELLOW
FKID001834,unplanned,vehicle_breakdown,2024-03-17 09:32:43.92+00,Tumkur Road,Unknown,13.0284816,77.5405868,High,False,1,2.791116427817745,0.9060044096287436,0.026200873362445413,9,1.0,0.6562196573002905,0.3333333332222222,0.21653843308945347,52.3,YELLOW
FKID004774,unplanned,vehicle_breakdown,2024-01-23 21:53:36.624+00,Non-corridor,Unknown,12.9794184,77.582,Low,False,0,1.0538483379981791,0.9235732533645258,0.12099871959026888,21,0.6,0.6643461708866626,0.0,0.9999999917354498,52.3,YELLOW
FKID005513,unplanned,vehicle_breakdown,2023-12-25 22:10:07.039+00,Non-corridor,Central Zone 1,12.9901114,77.6638193,Low,False,0,1.0055285028322651,1.206722868081009,0.12099871959026888,22,0.3,0.7953177490721449,0.0,0.9999999917354498,52.3,YELLOW
FKID007781,unplanned,vehicle_breakdown,2024-01-14 18:40:42.684+00,Bellary Road 1,North Zone 2,13.0163545,77.5841071,High,False,1,1.030048567283666,0.622615277563253,0.054098360655737705,18,1.0,0.5251372897526763,0.3333333332222222,0.4470986171740437,52.3,YELLOW
FKID004360,unplanned,vehicle_breakdown,2023-12-02 07:56:21.689+00,Bellary Road 1,North Zone 1,13.0497983,77.5927317,High,False,1,0.3123609302164184,0.6228714362081678,0.054098360655737705,7,1.0,0.5252557765887751,0.3333333332222222,0.4470986171740437,52.3,YELLOW
FKID001587,unplanned,vehicle_breakdown,2024-02-19 20:03:45.404+00,Non-corridor,Unknown,12.9386404,77.5983956,Low,False,0,0.1020417344572291,0.5553351511044093,0.12099871959026888,20,1.0,0.49401669525122593,0.0,0.9999999917354498,52.3,YELLOW
FKID007745,unplanned,others,2024-01-13 18:35:28.934+00,Tumkur Road,North Zone 2,13.0413257,77.5169747,High,False,1,3.4089279842583173,0.907230799832494,0.026200873362445413,18,1.0,0.6567869272244161,0.3333333332222222,0.21653843308945347,52.3,YELLOW
FKID003483,unplanned,others,2023-12-28 07:30:13.446+00,Hosur Road,Central Zone 1,12.9524426,77.6053748,High,False,1,-1.0266755498393567,0.5907395094842969,0.05704697986577181,7,1.0,0.510393071734384,0.3333333332222222,0.47146762864499014,52.3,YELLOW
FKID007977,unplanned,vehicle_breakdown,2024-01-21 08:04:57.636+00,Old Madras Road,Unknown,12.9754994,77.6010225,High,False,1,0.5455373604743861,0.706796698418579,0.045627376425855515,8,1.0,0.5640756211869535,0.3333333332222222,0.3770897427945616,52.3,YELLOW
FKID000124,unplanned,vehicle_breakdown,2024-01-31 08:05:37.513+00,Hosur Road,Unknown,12.9194445,77.6215536,High,False,1,0.1778837504135738,0.5926156562139913,0.05704697986577181,8,1.0,0.511260888200748,0.3333333332222222,0.47146762864499014,52.3,YELLOW
FKID000073,unplanned,others,2024-01-30 23:23:41.783+00,Non-corridor,Unknown,12.9595586,77.5162093,Low,False,0,1.0299142249018305,1.2070318277735823,0.12099871959026888,23,0.3,0.795460659167829,0.0,0.9999999917354498,52.3,YELLOW
FKID006009,unplanned,vehicle_breakdown,2023-11-17 20:15:47.335+00,Mysore Road,Central Zone 2,12.9635772,77.584958,High,False,1,0.17328218359917674,0.04631926046917201,0.11036339165545088,20,1.0,0.2585700936913438,0.3333333332222222,0.9121037901645934,52.3,YELLOW
FKID000891,unplanned,vehicle_breakdown,2024-03-11 21:12:53.594+00,ORR East 1,Unknown,12.9217369,77.6616125,High,False,1,0.6340663929479105,0.7869105968809549,0.07377049180327869,21,0.6,0.6011325097393717,0.3333333332222222,0.6096799325100596,52.2,YELLOW
FKID007261,unplanned,vehicle_breakdown,2023-12-27 20:00:10.724+00,Mysore Road,Central Zone 1,12.9652268,77.5998212,High,False,1,-0.3829088708183886,0.03797727699450704,0.11036339165545088,20,1.0,0.2547114879080795,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID002537,unplanned,vehicle_breakdown,2024-03-05 08:19:32.502+00,Bellary Road 1,Unknown,13.0243033,77.5848783,High,False,1,0.42403131791500753,0.6165166017717949,0.054098360655737705,8,1.0,0.5223163316735044,0.3333333332222222,0.4470986171740437,52.2,YELLOW
FKID000843,unplanned,vehicle_breakdown,2024-03-11 21:15:50.667+00,ORR East 1,Unknown,12.9217117,77.6607233,High,False,1,0.6340663929479105,0.7869105968809549,0.07377049180327869,21,0.6,0.6011325097393717,0.3333333332222222,0.6096799325100596,52.2,YELLOW
FKID008002,unplanned,vehicle_breakdown,2024-01-22 21:26:25.296+00,ORR East 1,Unknown,12.91571,77.62313,High,False,1,0.7472799617729757,0.784293857917542,0.07377049180327869,21,0.6,0.5999221304419081,0.3333333332222222,0.6096799325100596,52.2,YELLOW
FKID005823,unplanned,vehicle_breakdown,2023-11-11 19:12:42.988+00,Mysore Road,Central Zone 2,12.9636427,77.5841997,High,False,1,0.17328218359917674,0.03921055487288627,0.11036339165545088,19,1.0,0.25528194374371366,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID007545,unplanned,accident,2024-01-06 12:47:31.074+00,Non-corridor,West Zone 2,12.9756583,77.5353891,Low,False,0,1.97127745837407,1.2004141513145932,0.12099871959026888,12,0.3,0.7923996360030171,0.0,0.9999999917354498,52.2,YELLOW
FKID005750,planned,construction,2024-01-18 19:30:19.427+00,Non-corridor,East Zone 1,12.9355397,77.7059347,Low,False,0,0.13973764561369714,0.55043133914033,0.12099871959026888,19,1.0,0.4917484244901889,0.0,0.9999999917354498,52.2,YELLOW
FKID003379,unplanned,vehicle_breakdown,2024-03-30 07:28:09.836+00,Mysore Road,Unknown,12.9719637,77.5943012,High,False,1,0.05203678497345053,0.04365185116550041,0.11036339165545088,7,1.0,0.2573362766984501,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID000316,unplanned,pot_holes,2023-12-06 20:48:00.857+00,Non-corridor,North Zone 1,13.0009179,77.612603,Low,False,0,0.4883803095238772,0.549519503211439,0.12099871959026888,20,1.0,0.4913266524500868,0.0,0.9999999917354498,52.2,YELLOW
FKID000310,unplanned,vehicle_breakdown,2024-02-02 21:40:14.644+00,ORR East 1,Unknown,12.92071012,77.66535994,High,False,1,0.6362004715366757,0.7864288746422232,0.07377049180327869,21,0.6,0.6009096878862786,0.3333333332222222,0.6096799325100596,52.2,YELLOW
FKID001556,unplanned,vehicle_breakdown,2024-03-15 21:50:46.37+00,Non-corridor,Unknown,13.013796,77.5304516,Low,False,0,2.48968414750754,0.9190357920592149,0.12099871959026888,21,0.6,0.6622473565594484,0.0,0.9999999917354498,52.2,YELLOW
FKID007157,unplanned,vehicle_breakdown,2023-12-23 20:19:10.971+00,Mysore Road,Central Zone 2,12.9651307,77.5840764,High,False,1,0.17328218359917674,0.039210554872885384,0.11036339165545088,20,1.0,0.2552819437437132,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID003950,unplanned,water_logging,2024-04-06 07:08:27.258+00,Mysore Road,Unknown,12.9718029,77.595009,High,False,1,0.05203678497345053,0.03949418821937578,0.11036339165545088,7,1.0,0.25541313907326746,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID004995,unplanned,vehicle_breakdown,2024-01-25 06:09:55.017+00,Non-corridor,Unknown,12.86905184,77.53652279,Low,False,0,4.801653079571275,0.919541138247794,0.12099871959026888,6,0.6,0.6624811057309403,0.0,0.9999999917354498,52.2,YELLOW
FKID003952,unplanned,water_logging,2024-04-06 07:08:27.258+00,Mysore Road,Unknown,12.9718029,77.595009,High,False,1,0.05203678497345053,0.03949418821937578,0.11036339165545088,7,1.0,0.25541313907326746,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID003960,unplanned,water_logging,2024-04-06 07:25:01.242+00,Mysore Road,Unknown,12.9717043,77.5949667,High,False,1,0.05203678497345053,0.03949418821937578,0.11036339165545088,7,1.0,0.25541313907326746,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID002965,unplanned,vehicle_breakdown,2024-03-07 08:55:26.005+00,Non-corridor,Unknown,13.0082347,77.693366,Low,False,0,-0.11769616316377172,0.5507118212385738,0.12099871959026888,8,1.0,0.4918781622018101,0.0,0.9999999917354498,52.2,YELLOW
FKID006598,unplanned,vehicle_breakdown,2023-12-08 01:20:19.219+00,Mysore Road,Central Zone 1,12.9720741,77.6070253,High,False,1,0.01891943287519522,0.6890662565905346,0.11036339165545088,1,0.3,0.555874359989865,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID003977,unplanned,vehicle_breakdown,2024-04-06 08:19:24.252+00,Tumkur Road,Unknown,13.0281748,77.5360795,High,False,1,1.691167670398585,0.9018467466826197,0.026200873362445413,8,1.0,0.6542965196751082,0.3333333332222222,0.21653843308945347,52.2,YELLOW
FKID000165,unplanned,vehicle_breakdown,2024-03-07 21:42:50.31+00,Non-corridor,Unknown,13.0071299,77.5267687,Low,False,0,2.48968414750754,0.9186672098667542,0.12099871959026888,21,0.6,0.6620768679240111,0.0,0.9999999917354498,52.2,YELLOW
FKID007520,unplanned,vehicle_breakdown,2024-01-05 20:00:42.766+00,Airport New South Road,North Zone 1,13.0034745,77.6186293,High,False,1,0.4470506844827413,0.10004651221843197,0.1044776119402985,20,1.0,0.2834217713466893,0.3333333332222222,0.8634604682646615,52.2,YELLOW
FKID007906,unplanned,vehicle_breakdown,2024-01-18 21:37:42.033+00,Non-corridor,Central Zone 2,12.9517271,77.5906713,Low,False,0,0.3703146264537083,0.9208458123263206,0.12099871959026888,21,0.6,0.6630845860614836,0.0,0.9999999917354498,52.2,YELLOW
FKID006504,unplanned,vehicle_breakdown,2023-12-05 20:23:16.087+00,Magadi Road,West Zone 2,12.9755981,77.5540052,High,False,1,-0.12346699850519484,0.7521136678508445,0.04081632653061224,20,1.0,0.5850371012549028,0.3333333332222222,0.3373285794386724,52.2,YELLOW
FKID001389,unplanned,accident,2024-03-14 21:42:51.767+00,Non-corridor,Unknown,13.0092693,77.5268005,Low,False,0,2.48968414750754,0.9186672098667543,0.12099871959026888,21,0.6,0.6620768679240111,0.0,0.9999999917354498,52.2,YELLOW
FKID000373,unplanned,vehicle_breakdown,2024-02-03 21:02:02.052+00,West of Chord Road,Unknown,12.9649995,77.5347577,High,False,1,1.3387542948776152,0.8898108981272385,0.06321839080459771,21,0.6,0.6487293071550484,0.3333333332222222,0.5224715641305875,52.2,YELLOW
FKID007897,unplanned,vehicle_breakdown,2024-01-18 10:51:31.834+00,Non-corridor,Unknown,12.8399747,77.6770668,Low,False,0,9.462709516791477,0.9200631012800771,0.12099871959026888,10,0.6,0.66272254106597,0.0,0.9999999917354498,52.2,YELLOW
FKID007154,unplanned,vehicle_breakdown,2023-12-23 19:16:24.811+00,Mysore Road,Central Zone 2,12.9635098,77.5841749,High,False,1,0.17328218359917674,0.03921055487288627,0.11036339165545088,19,1.0,0.25528194374371366,0.3333333332222222,0.9121037901645934,52.2,YELLOW
FKID002770,unplanned,water_logging,2024-03-07 06:15:42.242+00,ORR East 1,Unknown,12.9171714,77.6225956,High,False,1,0.1962384878370724,0.7783057639038671,0.07377049180327869,6,0.6,0.5971523222467625,0.3333333332222222,0.6096799325100596,52.1,YELLOW
FKID000943,unplanned,vehicle_breakdown,2024-03-12 07:28:12.587+00,ORR East 1,Unknown,12.9297637,77.6849837,High,False,1,-0.24861077333554518,0.4104944062441276,0.07377049180327869,7,1.0,0.4270202384172425,0.3333333332222222,0.6096799325100596,52.1,YELLOW
FKID007872,unplanned,vehicle_breakdown,2024-01-17 19:55:25.988+00,Tumkur Road,North Zone 2,13.0455356,77.5072461,High,False,1,0.5959010505983197,0.8962565636050097,0.026200873362445413,19,1.0,0.6517107662007358,0.3333333332222222,0.21653843308945347,52.1,YELLOW
FKID004118,unplanned,water_logging,2024-04-08 07:49:18.629+00,Non-corridor,Unknown,12.8402003,77.677072,Low,False,0,5.367912939321853,0.5439449305590859,0.12099871959026888,7,1.0,0.4887481196178265,0.0,0.9999999917354498,52.1,YELLOW
FKID007903,unplanned,vehicle_breakdown,2024-01-18 20:59:19.302+00,Mysore Road,Central Zone 2,12.9648245,77.5860555,High,False,1,0.3598061595181609,0.0351710166004402,0.11036339165545088,20,1.0,0.25341344498833773,0.3333333332222222,0.9121037901645934,52.1,YELLOW
FKID006710,unplanned,vehicle_breakdown,2023-12-11 21:19:47.51+00,Old Madras Road,Central Zone 2,12.9758096,77.6135061,High,False,1,0.8902051135576065,1.0666740448089482,0.045627376425855515,21,0.6,0.7305378078197873,0.3333333332222222,0.3770897427945616,52.1,YELLOW
FKID001594,unplanned,vehicle_breakdown,2024-02-19 20:58:33.985+00,Non-corridor,Unknown,12.9396328,77.5979386,Low,False,0,0.1020417344572291,0.5428630997200172,0.12099871959026888,20,1.0,0.4882477159974139,0.0,0.9999999917354498,52.1,YELLOW
FKID006735,unplanned,vehicle_breakdown,2023-12-12 20:21:00.293+00,Non-corridor,Central Zone 2,12.9802432,77.5710367,Low,False,0,0.19607172564322267,0.5411054506806131,0.12099871959026888,20,1.0,0.487434710940644,0.0,0.9999999917354498,52.1,YELLOW
FKID001916,unplanned,vehicle_breakdown,2024-02-24 04:53:39.333+00,Mysore Road,Unknown,12.9581664,77.5541415,High,False,1,-0.03087707697958646,0.6817859977764531,0.11036339165545088,4,0.3,0.5525068576627516,0.3333333332222222,0.9121037901645934,52.1,YELLOW
FKID005131,unplanned,vehicle_breakdown,2024-01-15 20:42:51.233+00,Non-corridor,Unknown,13.06034,77.4622015,Low,False,0,0.13689544135189277,0.5425520544882722,0.12099871959026888,20,1.0,0.48810384123025413,0.0,0.9999999917354498,52.1,YELLOW
FKID007746,unplanned,vehicle_breakdown,2024-01-13 19:48:40.384+00,Tumkur Road,West Zone 1,13.03251,77.5340727,High,False,1,4.878208592149144,0.8944991930548749,0.026200873362445413,19,1.0,0.6508978899598894,0.3333333332222222,0.21653843308945347,52.1,YELLOW
FKID007747,unplanned,accident,2024-01-13 19:50:23.345+00,Tumkur Road,West Zone 1,13.0324907,77.5339285,High,False,1,11.24331422129167,0.8944991930548749,0.026200873362445413,19,1.0,0.6508978899598894,0.3333333332222222,0.21653843308945347,52.1,YELLOW
FKID007769,unplanned,vehicle_breakdown,2024-01-14 04:57:19.739+00,ORR North 1,East Zone 2,13.013325,77.6623533,High,False,1,1.0453194190321435,0.9906790759824158,0.08,4,0.3,0.6953861407008559,0.3333333332222222,0.661164015699798,52.1,YELLOW
FKID003289,unplanned,vehicle_breakdown,2024-03-29 06:35:49.826+00,ORR East 1,Unknown,12.9170634,77.6334718,High,False,1,0.1483661452437302,0.7786743460963268,0.07377049180327869,6,0.6,0.5973228108821994,0.3333333332222222,0.6096799325100596,52.1,YELLOW
FKID001118,unplanned,others,2024-03-13 07:19:00.41+00,Non-corridor,Unknown,13.0083837,77.6949034,Low,False,0,0.10517758132548387,0.5448128622078792,0.12099871959026888,7,1.0,0.48914958362092387,0.0,0.9999999917354498,52.1,YELLOW
FKID000313,unplanned,vehicle_breakdown,2024-02-02 21:52:18.741+00,Non-corridor,Unknown,13.0200506,77.7094059,Low,False,0,0.8623156103010696,0.9115965327616999,0.12099871959026888,21,0.6,0.6588063081522233,0.0,0.9999999917354498,52.1,YELLOW
FKID005926,unplanned,vehicle_breakdown,2023-11-15 06:15:30.871+00,IRR(Thanisandra road),South Zone 2,12.9271711,77.62072,High,False,1,0.293149394031955,0.8843063661268169,0.06315789473684211,6,0.6,0.6461831718054043,0.3333333332222222,0.5219715913419458,52.1,YELLOW
FKID004209,unplanned,vehicle_breakdown,2024-01-01 20:43:58.251+00,Non-corridor,Unknown,13.0634941,77.4561606,Low,False,0,0.13689544135189277,0.5425520544882722,0.12099871959026888,20,1.0,0.48810384123025413,0.0,0.9999999917354498,52.1,YELLOW
FKID004984,unplanned,vehicle_breakdown,2023-12-14 15:01:50.811+00,Varthur Road,East Zone 1,12.9564114,77.7456022,High,False,1,-0.21672081829501827,0.613399052297027,0.11688311688311688,15,0.3,0.5208743011936449,0.3333333332222222,0.9659863865743801,52.1,YELLOW
FKID002321,unplanned,vehicle_breakdown,2024-03-02 02:01:13.778+00,Mysore Road,Unknown,12.9528879,77.5410156,High,False,1,0.9756243090807506,0.6824107745139316,0.11036339165545088,2,0.3,0.5527958497399722,0.3333333332222222,0.9121037901645934,52.1,YELLOW
FKID004800,unplanned,vehicle_breakdown,2023-12-11 20:01:13.851+00,Non-corridor,West Zone 1,13.0492013,77.4964351,Low,False,0,-0.2837370921413861,0.5437396439933252,0.12099871959026888,20,1.0,0.48865316379199963,0.0,0.9999999917354498,52.1,YELLOW
FKID005278,unplanned,vehicle_breakdown,2023-12-06 19:44:45.123+00,Non-corridor,East Zone 2,13.0652173,77.6445305,Low,False,0,0.21423559621543647,0.5452771593513448,0.12099871959026888,19,1.0,0.4893643454516528,0.0,0.9999999917354498,52.1,YELLOW
FKID007403,unplanned,others,2024-01-01 21:22:56.471+00,Non-corridor,South Zone 1,12.9217342,77.580465,Low,False,0,0.7649505222830567,0.9062779164722199,0.12099871959026888,21,0.6,0.6563461685899862,0.0,0.9999999917354498,52.0,YELLOW
FKID004526,unplanned,construction,2023-11-14 20:50:52.521+00,Airport New South Road,North Zone 1,13.0393963,77.6417466,High,False,1,0.27500004464412725,0.09039390320910101,0.1044776119402985,20,1.0,0.2789569323716289,0.3333333332222222,0.8634604682646615,52.0,YELLOW
FKID007351,unplanned,tree_fall,2023-12-30 05:46:57.744+00,Non-corridor,West Zone 2,12.9267084,77.577034,Low,True,2,-0.3073115040121741,-0.05138498229377231,0.12099871959026888,5,0.3,0.2133767464113435,0.6666666664444444,0.9999999917354498,52.0,YELLOW
FKID005245,unplanned,water_logging,2023-11-27 21:23:02.828+00,Non-corridor,East Zone 1,12.9853495,77.7084054,Low,False,0,0.6675771770024458,0.9074781123494169,0.12099871959026888,21,0.6,0.6569013222613963,0.0,0.9999999917354498,52.0,YELLOW
FKID000327,unplanned,vehicle_breakdown,2024-02-02 23:54:53.545+00,Non-corridor,Unknown,12.9725476,77.5079739,Low,False,0,1.3069801735290816,1.1837794085339994,0.12099871959026888,23,0.3,0.7847051932015836,0.0,0.9999999917354498,52.0,YELLOW
FKID007335,unplanned,vehicle_breakdown,2023-12-29 22:50:17.599+00,Varthur Road,East Zone 1,12.9556817,77.7184743,High,False,1,-1.3596886742337324,0.61294449288623,0.11688311688311688,22,0.3,0.5206640435760572,0.3333333332222222,0.9659863865743801,52.0,YELLOW
FKID000592,unplanned,vehicle_breakdown,2024-02-06 20:47:26.4+00,Tumkur Road,Unknown,13.0347674,77.5291978,High,False,1,2.2148435839809775,0.8848485913709965,0.026200873362445413,20,1.0,0.646433979478349,0.3333333332222222,0.21653843308945347,52.0,YELLOW
FKID007450,planned,protest,2024-01-03 07:56:22.136+00,Mysore Road,Central Zone 1,12.9666312,77.6094453,High,False,1,-1.6511886434206826,0.029206477558963106,0.11036339165545088,7,1.0,0.2506545322058027,0.3333333332222222,0.9121037901645934,52.0,YELLOW
FKID007925,unplanned,vehicle_breakdown,2024-01-19 07:07:04.959+00,Non-corridor,Unknown,12.9616049,77.634685,Low,False,0,-0.04703889309269199,0.5376047038454155,0.12099871959026888,7,1.0,0.4858154315420378,0.0,0.9999999917354498,52.0,YELLOW
FKID000930,unplanned,vehicle_breakdown,2024-02-10 23:49:09.684+00,Non-corridor,Unknown,13.0471916,77.5014881,Low,False,0,1.7936801457401617,1.1856267302866488,0.12099871959026888,23,0.3,0.7855596766011217,0.0,0.9999999917354498,52.0,YELLOW
FKID003095,unplanned,vehicle_breakdown,2024-03-26 23:52:20.512+00,Mysore Road,Unknown,12.9662054,77.586928,High,False,1,0.5476118257644668,0.6758287029562282,0.11036339165545088,23,0.3,0.5497512957132773,0.3333333332222222,0.9121037901645934,52.0,YELLOW
FKID004638,unplanned,vehicle_breakdown,2024-01-10 04:50:31.92+00,ORR North 1,East Zone 2,12.9970209,77.6641897,High,False,1,0.39378370903524634,0.9841294770549703,0.08,4,0.3,0.692356606972306,0.3333333332222222,0.661164015699798,52.0,YELLOW
FKID000132,unplanned,vehicle_breakdown,2024-01-31 20:33:08.407+00,Magadi Road,Unknown,12.9900159,77.5025425,High,False,1,1.0323573443926328,0.7374336746417658,0.04081632653061224,20,1.0,0.578246832865273,0.3333333332222222,0.3373285794386724,52.0,YELLOW
FKID005975,unplanned,others,2023-11-16 20:03:14.191+00,Non-corridor,West Zone 1,12.9995155,77.5408225,Low,False,0,0.7493188200517726,0.5358932423534042,0.12099871959026888,20,1.0,0.48502379065339724,0.0,0.9999999917354498,52.0,YELLOW
FKID005527,planned,construction,2023-12-26 20:24:59.394+00,Airport New South Road,North Zone 1,13.0394713,77.6414914,High,False,1,0.27500004464412725,0.09039390320910101,0.1044776119402985,20,1.0,0.2789569323716289,0.3333333332222222,0.8634604682646615,52.0,YELLOW
FKID005477,unplanned,vehicle_breakdown,2023-12-23 21:28:16.488+00,Non-corridor,North Zone 2,13.0488417,77.4972148,Low,False,0,0.05882455486399675,0.9086737752280636,0.12099871959026888,21,0.6,0.6574543791827379,0.0,0.9999999917354498,52.0,YELLOW
FKID005026,unplanned,vehicle_breakdown,2024-01-25 20:41:43.316+00,Non-corridor,Unknown,13.0606335,77.4616149,Low,False,0,0.2944775445683103,0.5382089523801917,0.12099871959026888,20,1.0,0.4860949282466162,0.0,0.9999999917354498,52.0,YELLOW
FKID004531,unplanned,construction,2023-11-14 21:00:25.838+00,Non-corridor,East Zone 2,13.0572585,77.6484155,Low,False,0,0.4777144371547147,0.90766850063302,0.12099871959026888,21,0.6,0.6569893868487223,0.0,0.9999999917354498,52.0,YELLOW
FKID001313,unplanned,others,2024-02-16 03:57:04.593+00,Mysore Road,Unknown,12.9124406,77.4851732,High,False,1,4.41086192630604,0.6774544705238141,0.11036339165545088,3,0.3,0.5505032986580904,0.3333333332222222,0.9121037901645934,52.0,YELLOW
FKID003996,unplanned,vehicle_breakdown,2024-04-06 19:42:43.201+00,Old Madras Road,Unknown,12.9756011,77.6167012,High,False,1,0.0573214355279861,0.6878004927152017,0.045627376425855515,19,1.0,0.5552888776732865,0.3333333332222222,0.3770897427945616,52.0,YELLOW
FKID007535,unplanned,vehicle_breakdown,2024-01-06 06:12:46.776+00,Non-corridor,Central Zone 1,12.9540169,77.6206055,Low,False,0,-0.35841597839389083,0.9098476144684842,0.12099871959026888,6,0.6,0.6579973415244238,0.0,0.9999999917354498,52.0,YELLOW
FKID003997,unplanned,tree_fall,2024-04-06 19:10:05.757+00,Old Madras Road,Unknown,12.9756407,77.6167078,High,False,1,0.0573214355279861,0.6878004927152017,0.045627376425855515,19,1.0,0.5552888776732865,0.3333333332222222,0.3770897427945616,52.0,YELLOW
FKID001722,unplanned,vehicle_breakdown,2024-03-16 20:53:23.054+00,Mysore Road,Unknown,12.9562658,77.547529,High,False,1,-0.5737216779132659,0.027339075663348034,0.11036339165545088,20,1.0,0.24979076068479897,0.3333333332222222,0.9121037901645934,52.0,YELLOW
FKID002633,unplanned,accident,2024-03-06 07:00:50.757+00,Non-corridor,Unknown,13.0190913,77.5319319,Low,False,0,2.8741370874430663,0.5310205840672668,0.12099871959026888,7,1.0,0.48276993010573943,0.0,0.9999999917354498,51.9,YELLOW
FKID007360,unplanned,vehicle_breakdown,2023-12-30 19:50:54.361+00,Mysore Road,Central Zone 2,12.9636302,77.5814835,High,False,1,0.17328218359917674,0.020612720155616104,0.11036339165545088,19,1.0,0.24667946774814298,0.3333333332222222,0.9121037901645934,51.9,YELLOW
FKID006477,unplanned,vehicle_breakdown,2023-12-04 06:01:20.621+00,ORR North 1,North Zone 1,13.0243398,77.6430457,High,False,1,-0.09462761980222384,0.7029517791670725,0.08,6,0.6,0.5622971439572749,0.3333333332222222,0.661164015699798,51.9,YELLOW
FKID006502,unplanned,accident,2023-12-05 19:23:39.332+00,Non-corridor,Central Zone 2,12.9820444,77.5674354,Low,False,0,0.3450309714825125,0.5342110450457771,0.12099871959026888,19,1.0,0.48424568598806017,0.0,0.9999999917354498,51.9,YELLOW
FKID007044,unplanned,others,2023-12-19 21:53:33.713+00,Old Madras Road,Central Zone 1,12.9910701,77.6570574,High,False,1,0.696050413158006,1.0555575497866831,0.045627376425855515,21,0.6,0.7253958446268832,0.3333333332222222,0.3770897427945616,51.9,YELLOW
FKID002395,unplanned,water_logging,2024-03-03 07:36:00.215+00,ORR East 1,Unknown,12.9498233,77.69933,High,False,1,0.1521510784195241,0.3963154873018635,0.07377049180327869,7,1.0,0.42046174321077084,0.3333333332222222,0.6096799325100596,51.9,YELLOW
FKID000075,unplanned,vehicle_breakdown,2024-01-30 23:11:03.886+00,Non-corridor,Unknown,13.0192138,77.5395595,Low,False,0,2.904403525524511,1.1811167921726633,0.12099871959026888,23,0.3,0.7834735931964207,0.0,0.9999999917354498,51.9,YELLOW
FKID002859,unplanned,vehicle_breakdown,2024-03-24 19:25:16.736+00,Tumkur Road,Unknown,13.0299073,77.5364206,High,False,1,1.7820418282926715,0.8785959092320565,0.026200873362445413,19,1.0,0.6435417853694179,0.3333333332222222,0.21653843308945347,51.9,YELLOW
FKID007651,unplanned,vehicle_breakdown,2024-01-10 14:02:00.969+00,Non-corridor,East Zone 1,12.98374123,77.75228668,Low,False,0,0.8598750775959082,1.180281841811936,0.12099871959026888,14,0.3,0.783087384772438,0.0,0.9999999917354498,51.9,YELLOW
FKID008015,unplanned,vehicle_breakdown,2024-01-23 06:39:11.572+00,Non-corridor,Unknown,12.9933695,77.5713458,Low,False,0,0.7469848583191232,0.901627796758598,0.12099871959026888,6,0.6,0.6541952438279861,0.0,0.9999999917354498,51.9,YELLOW
FKID006756,unplanned,vehicle_breakdown,2023-12-13 19:09:46.515+00,Non-corridor,Central Zone 2,12.9851111,77.572661,Low,False,0,0.48047476445710957,0.5304460050079747,0.12099871959026888,19,1.0,0.48250415709289896,0.0,0.9999999917354498,51.9,YELLOW
FKID000813,unplanned,water_logging,2024-03-11 19:20:09.322+00,Non-corridor,Unknown,12.9712301,77.5977831,Low,False,0,0.21467330955355182,0.5287892402207878,0.12099871959026888,19,1.0,0.4817378163049122,0.0,0.9999999917354498,51.9,YELLOW
FKID005531,unplanned,others,2023-12-26 20:45:02.549+00,Non-corridor,West Zone 1,12.9741838,77.5134652,Low,False,0,0.8494900135418142,0.5335748899684337,0.12099871959026888,20,1.0,0.4839514308306453,0.0,0.9999999917354498,51.9,YELLOW
FKID006658,unplanned,vehicle_breakdown,2023-12-09 20:16:46.221+00,Mysore Road,Central Zone 2,12.964232,77.5798997,High,False,1,0.17328218359917674,0.020612720155616104,0.11036339165545088,20,1.0,0.24667946774814298,0.3333333332222222,0.9121037901645934,51.9,YELLOW
FKID007933,unplanned,accident,2024-01-19 11:29:19.402+00,Mysore Road,Unknown,12.96444,77.573575,High,False,1,0.8203846638051702,0.6720505113299451,0.11036339165545088,11,0.3,0.5480036835172412,0.3333333332222222,0.9121037901645934,51.9,YELLOW
